grupo_id,n_registros,codigos,establecimiento_representativo,niveles,nombre_generico_sospechoso
2807,3,"14-01-0249-46, 14-01-0279-46, 14-01-3544-46",INSTITUTO PRIVADO TÉCNICO INDUSTRIAL QUICHÉ,DIVERSIFICADO,False
2658,3,"13-08-1519-41, 13-08-1556-43, 13-08-1585-45",COLEGIO PRIVADO MIXTO APOSTOLICO SHALOM,"BASICO, PREPRIMARIA BILINGUE, PRIMARIA",False
1535,3,"04-04-0018-45, 04-04-0019-45, 04-04-0069-45",CENTRO EDUCATIVO MIXTO CIENTIFICO INTEGRAL,BASICO,False
2654,3,"13-07-0416-43, 13-07-5550-43, 13-07-5928-43",EORM,PRIMARIA,True
3397,3,"16-15-0035-43, 16-15-1078-43, 16-15-9036-43",EORM,PRIMARIA,True
1548,3,"04-06-0292-42, 04-06-0297-43, 04-06-0337-45",CENTRO ESCOLAR SAN VICENTE DE PAÚL,"BASICO, PARVULOS, PRIMARIA",False
2545,3,"12-26-0059-43, 12-26-0068-42, 12-26-0069-46","COLEGIO PREUNIVERSITARIO ""PAULO FREIRE""","DIVERSIFICADO, PARVULOS, PRIMARIA",False
2814,3,"14-02-0098-43, 14-02-0099-43, 14-02-0100-43",EORM,PRIMARIA,True
3393,3,"16-15-0171-45, 16-15-0172-46, 16-15-2330-46",INSTITUTO MIXTO PRIVADO DE MAGISTERIO BILINGÜE,"BASICO, DIVERSIFICADO",False
1552,3,"04-06-0020-43, 04-06-0022-43, 04-06-2159-43",EORM,PRIMARIA,True
2818,3,"14-02-0110-43, 14-02-1338-43, 14-02-3762-43",EORM,PRIMARIA,True
3391,3,"16-15-0091-43, 16-15-1425-43, 16-15-1702-43",EORM,PRIMARIA,True
2629,3,"13-03-1616-43, 13-03-1720-43, 13-03-4931-43",EORM,PRIMARIA,True
2831,3,"14-04-0024-41, 14-04-0047-41, 14-04-0062-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
1522,3,"04-03-0235-45, 04-03-0239-45, 04-03-0246-46",COLEGIO PRIVADO MIGUEL ÁNGEL SARAZÚA ROCA,"BASICO, DIVERSIFICADO",False
2798,3,"14-01-0177-45, 14-01-0178-46, 14-01-0180-46",INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,"BASICO, DIVERSIFICADO",False
2675,3,"13-11-0059-42, 13-11-5017-43, 13-11-6290-45",COLEGIO EVANGELICO MIXTO ALFA Y OMEGA,"BASICO, PARVULOS, PRIMARIA",False
2678,3,"13-12-0085-45, 13-12-1545-42, 13-12-1636-43","COLEGIO PRIVADO MIXTO ""JARDIN DE INFANTES""","BASICO, PARVULOS, PRIMARIA",False
2739,3,"13-25-0047-43, 13-25-0050-45, 13-25-0058-41","COLEGIO EVANGÉLICO MIXTO ""BELÉN""","BASICO, PREPRIMARIA BILINGUE, PRIMARIA",False
2737,3,"13-24-5753-43, 13-24-6098-46, 13-24-6877-45",COLEGIO EVANGELICO MIXTO PRIVADO BETHEL,"BASICO, DIVERSIFICADO, PRIMARIA",False
1501,3,"04-01-0313-45, 04-01-2938-42, 04-01-2939-43",COLEGIO EVANGÉLICO LOS GOZOSOS,"BASICO, PARVULOS, PRIMARIA",False
2720,3,"13-19-5813-42, 13-19-5935-41, 13-19-5936-41",EDAC -PRONADE- ANEXA,"PARVULOS, PREPRIMARIA BILINGUE",False
2714,3,"13-18-0046-46, 13-18-0050-46, 13-18-0051-45",ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA AMERG,"BASICO, DIVERSIFICADO",False
1502,3,"04-01-2714-45, 04-01-2715-46, 04-01-3031-45",INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ -ASECSA-,"BASICO, DIVERSIFICADO",False
2769,3,"13-27-0034-43, 13-27-1338-43, 13-27-1339-43",EORM,PRIMARIA,True
2771,3,"13-27-5171-42, 13-27-5218-43, 13-27-5227-41",EDAC - PRONADE -,"PARVULOS, PREPRIMARIA BILINGUE, PRIMARIA",False
2703,3,"13-15-0008-43, 13-15-1816-43, 13-15-4881-43",EORM,PRIMARIA,True
2781,3,"13-29-0001-43, 13-29-6317-43, 13-29-6319-43",EORM,PRIMARIA,True
2685,3,"13-12-5751-43, 13-12-6337-42, 13-12-6338-44",COLEGIO MIXTO ADVENTISTA VALPARAISO,"PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
2683,3,"13-12-1441-42, 13-12-1466-43, 13-12-5300-45","COLEGIO EVANGELICO PRIVADO MIXTO ""MI REDENTOR VIVE""","BASICO, PARVULOS, PRIMARIA",False
2791,3,"14-01-0033-43, 14-01-0065-43, 14-01-0071-43",EORM,PRIMARIA,True
1512,3,"04-02-0104-42, 04-02-0105-42, 04-02-0666-42",EODP ANEXA A EOUM 'RAFAEL LANDIVAR Y CABALLERO' NO.1,PARVULOS,False
3413,3,"16-17-0120-46, 16-17-0149-45, 16-17-0150-46",INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI-,"BASICO, DIVERSIFICADO",False
1560,3,"04-07-0064-42, 04-07-0065-43, 04-07-0066-45","COLEGIO EVANGÉLICO ""VIDA NUEVA""","BASICO, PARVULOS, PRIMARIA",False
3385,3,"16-15-0004-46, 16-15-0153-45, 16-15-0157-46",CENTRO DE PROMOCION FEMENINA RATZ´UM KICHE´,"BASICO, DIVERSIFICADO",False
2835,3,"14-04-0138-43, 14-04-3718-43, 14-04-3719-43",EORM,PRIMARIA,True
2582,3,"13-01-0271-45, 13-01-0398-45, 13-01-0399-46",COLEGIO MIXTO PRÓCERES PLUS,"BASICO, DIVERSIFICADO",False
2579,3,"13-01-0140-42, 13-01-0141-43, 13-01-0375-46","COLEGIO CATOLICO ""LA INMACULADA CONCEPCION""","DIVERSIFICADO, PARVULOS, PRIMARIA",False
2860,3,"14-06-0027-42, 14-06-4389-42, 14-06-4390-42",EODP ANEXA A EORM,PARVULOS,False
2573,3,"13-01-0329-45, 13-01-0330-46, 13-01-0331-44","LICEO CRISTIANO ""NUEVOS HORIZONTES""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
2570,3,"13-01-0293-45, 13-01-0311-42, 13-01-0312-43",COLEGIO EVANGÉLICO PRIVADO MIXTO CADES,"BASICO, PARVULOS, PRIMARIA",False
2567,3,"13-01-0239-42, 13-01-0240-43, 13-01-0285-45","COLEGIO MULTIDISCIPLINARIO ""PRÓCERES""","BASICO, PARVULOS, PRIMARIA",False
1596,3,"04-15-0587-43, 04-15-0594-42, 04-15-0633-45",COLEGIO MIXTO 'NUESTRA SEÑORA DEL PILAR',"BASICO, PARVULOS, PRIMARIA",False
2563,3,"13-01-0146-46, 13-01-0147-45, 13-01-0148-45",LICEO PRIVADO MIXTO MINERVA,"BASICO, DIVERSIFICADO",False
1602,3,"04-16-0025-42, 04-16-0030-43, 04-16-0039-45",COLEGIO INNOVANDO SOÑADORES,"BASICO, PARVULOS, PRIMARIA",False
1603,3,"05-01-0099-43, 05-01-0126-46, 05-01-0263-46",COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,"DIVERSIFICADO, PRIMARIA",False
1606,3,"05-01-0221-44, 05-01-0222-44, 05-01-0223-44",CENTRO DE EDUCACION EXTRAESCOLAR -PEAC-,PRIMARIA DE ADULTOS,False
1607,3,"05-01-0273-46, 05-01-0274-46, 05-01-0275-46",LICEO EDUCATIVO TECNICO EVANGELICO,DIVERSIFICADO,False
1608,3,"05-01-0284-42, 05-01-0286-43, 05-01-0287-43",COLEGIO CRISTIANO BILINGUE EL SHADDAI,"PARVULOS, PRIMARIA",False
1609,3,"05-01-0291-45, 05-01-0292-46, 05-01-0293-46",LICEO JUVENIL LA PATRIA,"BASICO, DIVERSIFICADO",False
2875,3,"14-11-0040-41, 14-11-0041-41, 14-11-0042-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
1612,3,"05-01-0127-45, 05-01-0339-46, 05-01-0340-46",CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA,"BASICO, DIVERSIFICADO",False
1591,3,"04-14-0028-42, 04-14-0030-43, 04-14-0032-46",COLEGIO TECNOLÓGICO DE PARRAMOS,"DIVERSIFICADO, PARVULOS, PRIMARIA",False
2593,3,"13-01-0013-43, 13-01-0068-45, 13-01-5036-42",COLEGIO DE LA SALLE,"BASICO, PARVULOS, PRIMARIA",False
1563,3,"04-07-0372-42, 04-07-0376-43, 04-07-0411-45","COLEGIO EVANGELICO ""VIRTUD Y CIENCIA""","BASICO, PARVULOS, PRIMARIA",False
1587,3,"04-13-2798-42, 04-13-2799-43, 04-13-2800-45","CENTRO EDUCATIVO ""NUESTROS PEQUEÑOS HERMANOS""","BASICO, PARVULOS, PRIMARIA",False
1564,3,"04-07-0370-42, 04-07-0377-43, 04-07-0412-45",CENTRO EDUCATIVO 'LUZ DEL SABER',"BASICO, PARVULOS, PRIMARIA",False
2836,3,"14-04-0018-43, 14-04-0134-43, 14-04-3855-43",EORM,PRIMARIA,True
2620,3,"13-02-0301-45, 13-02-0305-45, 13-02-0324-46",COLEGIO PARROQUIAL NUESTRA SEÑORA DE CANDELARIA,"BASICO, DIVERSIFICADO",False
2618,3,"13-02-0315-45, 13-02-0316-45, 13-02-0317-46",COLEGIO JUAN PABLO II,"BASICO, DIVERSIFICADO",False
1571,3,"04-07-3104-42, 04-07-3105-43, 04-07-3106-45",COLEGIO CRISTIANO DE INFORMATICA E INTEGRAL ALFA Y OMEGA,"BASICO, PARVULOS, PRIMARIA",False
2615,3,"13-02-0237-42, 13-02-0274-42, 13-02-0276-42",ESCUELA OFICIAL DE PÁRVULOS NO. 2961-12,PARVULOS,False
2839,3,"14-04-0128-43, 14-04-5824-43, 14-04-6176-43",EORM,PRIMARIA,True
2613,3,"13-01-7146-44, 13-01-7147-45, 13-01-7148-46",CENTRO EDUCATIVO A DISTANCIA AULA VIRTUAL,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
2607,3,"13-01-1548-43, 13-01-6430-45, 13-01-6789-46",COLEGIO PRIVADO MIXTO RAFAEL LANDIVAR,"BASICO, DIVERSIFICADO, PRIMARIA",False
3374,3,"16-13-8899-42, 16-13-8900-42, 16-13-9620-41",EDAC -PRONADE- ANEXA,"PARVULOS, PREPRIMARIA BILINGUE",False
1579,3,"04-10-2346-42, 04-10-2365-45, 04-10-2366-45",CENTRO EDUCATIVO RUNAWAL B'ALAM YA',"BASICO, PARVULOS",False
1580,3,"04-10-3040-42, 04-10-3041-43, 04-10-3042-45","CENTRO EDUCATIVO ""NUEVO AMANECER ""","BASICO, PARVULOS, PRIMARIA",False
2600,3,"13-01-0344-41, 13-01-0353-42, 13-01-6371-46",COLEGIO MIXTO INTEGRAL JUANA DE ARCO,"DIVERSIFICADO, PARVULOS, PREPRIMARIA BILINGUE",False
1584,3,"04-12-0031-46, 04-12-0032-46, 04-12-2842-46","INSTITUTO DE NIVEL MEDIO DE PROYECCION SOCIAL Y COMUNITARIA ""LA VOZ DE LA ESPERANZA""",DIVERSIFICADO,False
2847,3,"14-05-0160-43, 14-05-1190-43, 14-05-5272-43",EORM,PRIMARIA,True
2917,3,"14-14-0067-42, 14-14-0068-43, 14-14-0083-46",LICEO CRISTIANO GENERACIÓN CON PROPÓSITO SANTO (GPS),"DIVERSIFICADO, PARVULOS, PRIMARIA",False
3316,3,"16-10-0023-43, 16-10-0782-43, 16-10-0799-43",EORM,PRIMARIA,True
2473,3,"12-10-0031-46, 12-10-0070-42, 12-10-0071-43","COLEGIO PRIVADO MIXTO ""SANTIAGO APOSTOL""","DIVERSIFICADO, PARVULOS, PRIMARIA",False
1879,3,"07-05-0106-41, 07-05-0107-41, 07-05-0127-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
2103,3,"09-01-0830-42, 09-01-0830-43, 09-01-3963-45","COLEGIO PRIVADO URBANO MIXTO ""LICEO CRISTIANO CANAÁN""","BASICO, PARVULOS, PRIMARIA",False
2099,3,"09-01-3650-42, 09-01-3652-43, 09-01-3879-46",COLEGIO PRIVADO MIXTO SAN JOSE,"DIVERSIFICADO, PARVULOS, PRIMARIA",False
1870,3,"07-01-0169-45, 07-01-2611-45, 07-01-2737-46",ESCUELA DE FORMACION AGRICOLA,"BASICO, DIVERSIFICADO",False
2098,3,"09-01-0090-43, 09-01-0143-46, 09-01-3818-46",COLEGIO MIXTO BILINGUE 'SAN PABLO',"DIVERSIFICADO, PRIMARIA",False
1871,3,"07-01-0172-46, 07-01-2793-45, 07-01-2794-46",CENTRO EDUCATIVO INTERCULTURAL PARA EL DESARROLLO COMUNITARIO CEIDECO,"BASICO, DIVERSIFICADO",False
3110,3,"16-01-0662-43, 16-01-0711-45, 16-01-1009-46",COLEGIO BILINGÜE BET-LUZ,"BASICO, DIVERSIFICADO, PRIMARIA",False
1876,3,"07-04-2615-42, 07-04-2616-43, 07-04-2871-45",COLEGIO EVANGELICO INTEGRAL EL MESIAS,"BASICO, PARVULOS, PRIMARIA",False
2074,3,"09-01-0150-45, 09-01-0418-45, 09-01-1376-46","COLEGIO PRIVADO MIXTO ""SAN AGUSTÍN""","BASICO, DIVERSIFICADO",False
3244,3,"16-08-0144-41, 16-08-0164-41, 16-08-9895-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
2060,3,"09-01-0468-44, 09-01-0472-45, 09-01-0473-46","CENTRO EDUCATIVO ""ISEA QUETZALTENANGO""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3221,3,"16-08-0042-43, 16-08-0054-43, 16-08-0466-43",EORM,PRIMARIA,True
3237,3,"16-08-1048-42, 16-08-8243-42, 16-08-8946-42",EDAC -PRONADE- ANEXA,PARVULOS,False
3235,3,"16-08-7404-43, 16-08-7405-43, 16-08-8714-42",EDAC - PRONADE -,"PARVULOS, PRIMARIA",False
1888,3,"07-05-0126-41, 07-05-0461-41, 07-05-0463-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
3234,3,"16-08-7423-43, 16-08-7436-43, 16-08-8411-41",EDAC - PRONADE -,"PREPRIMARIA BILINGUE, PRIMARIA",False
1894,3,"07-05-2265-41, 07-05-2267-43, 07-05-2316-43",EDAC - PRONADE -,"PREPRIMARIA BILINGUE, PRIMARIA",False
1895,3,"07-05-2269-41, 07-05-2270-43, 07-05-2318-43",EDAC - PRONADE -,"PREPRIMARIA BILINGUE, PRIMARIA",False
1904,3,"07-05-0065-41, 07-05-0103-41, 07-05-2797-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
3125,3,"16-01-6175-42, 16-01-6207-43, 16-01-7329-45",COLEGIO CRISTIANO ELIM,"BASICO, PARVULOS, PRIMARIA",False
1905,3,"07-05-0045-43, 07-05-0162-43, 07-05-2798-43",EORM,PRIMARIA,True
2112,3,"09-02-0014-42, 09-02-0015-43, 09-02-0018-45","COLEGIO ""BENNET""","BASICO, PARVULOS, PRIMARIA",False
2118,3,"09-03-0015-45, 09-03-0018-46, 09-03-0019-46",COLEGIO INTEGRAL BILINGÜE IB,"BASICO, DIVERSIFICADO",False
3095,3,"16-01-0546-42, 16-01-0571-43, 16-01-0669-45",OXFORD BILINGUAL EDUCATION INSTITUTE -OBEI-,"BASICO, PARVULOS, PRIMARIA",False
3094,3,"16-01-0577-43, 16-01-0581-42, 16-01-0644-45",LICEO TECNICO CRISTIANO NUEVA JUVENTUD,"BASICO, PARVULOS, PRIMARIA",False
2183,3,"09-20-0655-45, 09-20-0655-46, 09-20-3052-46","INSTITUTO PRIVADO ""RAFAEL AREVALO MARTINEZ""","BASICO, DIVERSIFICADO",False
3270,3,"16-09-0539-41, 16-09-0567-41, 16-09-1567-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
2181,3,"09-20-0039-46, 09-20-1059-42, 09-20-1065-43",COLEGIO CRISTIANO BILINGÜE VERBO,"DIVERSIFICADO, PARVULOS, PRIMARIA",False
2178,3,"09-20-0665-45, 09-20-0665-46, 09-20-0782-42","""LICEO COATEPEQUE""","BASICO, DIVERSIFICADO, PARVULOS",False
3268,3,"16-09-0907-40, 16-09-0910-40, 16-09-0911-40",CENTRO COMUNITARIO DE DESARROLLO INFANTIL INTEGRAL -CECODII-,INICIAL,False
1840,3,"06-08-0040-43, 06-08-0217-43, 06-08-1309-43",EORM,PRIMARIA,True
3265,3,"16-09-0007-46, 16-09-0869-45, 16-09-0870-46",CENTRO EDUCATIVO NUEVA VIDA,"BASICO, DIVERSIFICADO",False
3066,3,"15-08-0055-43, 15-08-0113-43, 15-08-1251-43",EORM,PRIMARIA,True
1847,3,"06-10-0030-46, 06-10-0031-46, 06-10-1933-45","LICEO MIXTO BILINGUE ""PEDAGOGICO MODERNO""","BASICO, DIVERSIFICADO",False
2157,3,"09-16-0009-43, 09-16-0010-42, 09-16-0011-45",COLEGIO MIXTO INTEGRAL ZUNIL,"BASICO, PARVULOS, PRIMARIA",False
3072,3,"15-08-0085-43, 15-08-0112-43, 15-08-1869-43",EORM,PRIMARIA,True
2150,3,"09-14-0039-45, 09-14-0393-42, 09-14-1089-43","COLEGIO PRIVADO RURAL MIXTO ""MAYA""","BASICO, PARVULOS, PRIMARIA",False
3256,3,"16-09-0223-43, 16-09-0230-43, 16-09-0696-43",EORM,PRIMARIA,True
2148,3,"09-14-0029-43, 09-14-0049-42, 09-14-0050-45",COLEGIO EVANGÉLICO MIXTO ROCA FUERTE,"BASICO, PARVULOS, PRIMARIA",False
3253,3,"16-09-0635-43, 16-09-0639-43, 16-09-0672-43",EORM,PRIMARIA,True
1859,3,"07-01-0058-45, 07-01-0060-46, 07-01-0123-45","LICEO TECNOLOGICO BILINGUE ""CUAUHTEMALLAN DE SOLOLA""","BASICO, DIVERSIFICADO",False
2147,3,"09-13-0372-42, 09-13-0377-43, 09-13-0380-45",COLEGIO PRIVADO MIXTO MONTE CARMELO,"BASICO, PARVULOS, PRIMARIA",False
2141,3,"09-12-0063-46, 09-12-0076-45, 09-12-0077-46","COLEGIO PRIVADO MIXTO ""ESTRELLA DEL ÉXITO""","BASICO, DIVERSIFICADO",False
3252,3,"16-09-0527-41, 16-09-0551-41, 16-09-0555-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
1907,3,"07-05-0164-43, 07-05-2786-43, 07-05-2846-43",EORM,PRIMARIA,True
1910,3,"07-05-0022-43, 07-05-0140-43, 07-05-2944-43",EORM,PRIMARIA,True
2187,3,"09-20-0654-46, 09-20-0824-46, 09-20-3571-45",INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,"BASICO, DIVERSIFICADO",False
1962,3,"07-19-0092-40, 07-19-0095-40, 07-19-0097-40",CENTRO COMUNITARIO DE DESARROLLO INFANTIL INTEGRAL -CECODII-,INICIAL,False
3148,3,"16-01-0583-46, 16-01-6174-42, 16-01-9913-45",COLEGIO NUEVOS SENDEROS,"BASICO, DIVERSIFICADO, PARVULOS",False
2023,3,"08-05-0150-45, 08-05-2384-42, 08-05-2385-43",COLEGIO HNO. PEDRO DE BETHANCOURT,"BASICO, PARVULOS, PRIMARIA",False
3149,3,"16-01-1392-45, 16-01-1393-46, 16-01-9956-46",LICEO PREUNIVERSITARIO DEL NORTE,"BASICO, DIVERSIFICADO",False
2019,3,"08-05-0274-43, 08-05-0276-43, 08-05-1945-43",EORM,PRIMARIA,True
1958,3,"07-18-2706-45, 07-18-2742-43, 07-18-2744-42",LICEO CRISTIANO GETSEMANI,"BASICO, PARVULOS, PRIMARIA",False
1961,3,"07-19-0076-40, 07-19-0082-40, 07-19-0087-40",CENTRO COMUNITARIO DE DESARROLLO INFANTIL INTEGRAL -CECODII-,INICIAL,False
3154,3,"16-02-0052-45, 16-02-0053-46, 16-02-1206-45",COLEGIO FUTURO AMANECER,"BASICO, DIVERSIFICADO",False
2015,3,"08-05-0246-43, 08-05-0290-43, 08-05-0454-43",EORM,PRIMARIA,True
3158,3,"16-03-0069-42, 16-03-0070-43, 16-03-0071-45","INSTITUTO TECNOLOGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","BASICO, PARVULOS, PRIMARIA",False
3185,3,"16-07-0014-42, 16-07-0056-43, 16-07-0058-43","EORM COMUNIDAD SAN VICENTE I, ALDEA TELEMÁN","PARVULOS, PRIMARIA",False
1913,3,"07-05-0039-43, 07-05-2945-43, 07-05-3013-43",EORM,PRIMARIA,True
1967,3,"08-01-0048-42, 08-01-0048-43, 08-01-0102-45",COLEGIO PEDRO DE BETHANCOURT,"BASICO, PARVULOS, PRIMARIA",False
2005,3,"08-04-0038-40, 08-04-0045-40, 08-04-0050-40",CENTRO COMUNITARIO DE DESARROLLO INFANTIL INTEGRAL -CECODII-,INICIAL,False
1999,3,"08-03-0144-42, 08-03-0147-43, 08-03-0476-45","COLEGIO ""CIENCIA Y CULTURA""","BASICO, PARVULOS, PRIMARIA",False
3169,3,"16-03-0051-42, 16-03-9883-45, 16-03-9886-46",LICEO SAN CRISTOBAL,"BASICO, DIVERSIFICADO, PARVULOS",False
1995,3,"08-02-0116-43, 08-02-2048-42, 08-02-2176-45","COLEGIO PRIVADO MIXTO ""MIGUEL ANGEL ASTURIAS""","BASICO, PARVULOS, PRIMARIA",False
3173,3,"16-04-0070-42, 16-04-0071-43, 16-04-0125-45",COLEGIO CRISTIANO PARTICULAR MIXTO AGUA DE VIDA,"BASICO, PARVULOS, PRIMARIA",False
3177,3,"16-04-2306-43, 16-04-6103-42, 16-04-8325-45","COLEGIO CRISTIANO PARTICULAR MIXTO ""VIDA""","BASICO, PARVULOS, PRIMARIA",False
1977,3,"08-01-0501-41, 08-01-0501-43, 08-01-1806-43",EDAC - PRONADE -,"PREPRIMARIA BILINGUE, PRIMARIA",False
1986,3,"08-02-0036-42, 08-02-0037-43, 08-02-0038-45",COLEGIO PRIVADO MIXTO FUENTE DE SABIDURIA COMEFSA,"BASICO, PARVULOS, PRIMARIA",False
2026,3,"08-06-0001-41, 08-06-0301-41, 08-06-0331-42",COPB ANEXO A EOUM MARIO MENDEZ MONTENEGRO,"PARVULOS, PREPRIMARIA BILINGUE",False
3139,3,"16-01-0094-43, 16-01-0355-43, 16-01-8393-43",EORM,PRIMARIA,True
3192,3,"16-07-0061-43, 16-07-0079-43, 16-07-1634-43",EORM,PRIMARIA,True
3134,3,"16-01-7273-43, 16-01-7276-43, 16-01-8221-43",EDAC - PRONADE -,PRIMARIA,False
3215,3,"16-08-0070-43, 16-08-0117-43, 16-08-9524-43",EORM,PRIMARIA,True
1924,3,"07-06-0188-41, 07-06-0472-41, 07-06-0511-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
1925,3,"07-06-0227-43, 07-06-0492-43, 07-06-0537-43",EORM,PRIMARIA,True
1926,3,"07-06-0208-43, 07-06-0534-43, 07-06-0668-43",EORM,PRIMARIA,True
3129,3,"16-01-6789-43, 16-01-7375-41, 16-01-7689-43",EDAC - PRONADE -,"PREPRIMARIA BILINGUE, PRIMARIA",False
1927,3,"07-06-0215-43, 07-06-0223-43, 07-06-2191-43",EORM,PRIMARIA,True
3131,3,"16-01-3712-43, 16-01-7325-43, 16-01-7692-43",EDAC - PRONADE -,PRIMARIA,False
1931,3,"07-06-0078-41, 07-06-0201-41, 07-06-3098-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
3201,3,"16-07-7120-43, 16-07-7443-43, 16-07-7846-43",EDAC - PRONADE -,PRIMARIA,False
1938,3,"07-10-0034-45, 07-10-0035-46, 07-10-0036-46",LICEO DEL LAGO,"BASICO, DIVERSIFICADO",False
1939,3,"07-10-0024-46, 07-10-0025-45, 07-10-0037-46",PANAJACHEL COLEGIO INTERNACIONAL,"BASICO, DIVERSIFICADO",False
3198,3,"16-07-7704-43, 16-07-7719-43, 16-07-7721-43",EDAC - PRONADE -,PRIMARIA,False
1942,3,"07-10-0023-45, 07-10-2418-46, 07-10-2419-46","LICEO URRUTIA, CENTRO EDUCATIVO EXPERIMENTAL Y PROFESIONAL -CEEP-","BASICO, DIVERSIFICADO",False
1943,3,"07-10-2745-43, 07-10-2746-43, 07-10-2747-42",CENTRO DE ESTUDIOS PARA EL DESARROLLO DE LA CUENCA DEL LAGO,"PARVULOS, PRIMARIA",False
1945,3,"07-10-2472-43, 07-10-2477-42, 07-10-2985-45",COLEGIO INTERNACIONAL JOSE MARTI,"BASICO, PARVULOS, PRIMARIA",False
1946,3,"07-10-2698-43, 07-10-2749-42, 07-10-2987-45","COLEGIO EVANGÉLICO BILINGÜE ""ELIM""","BASICO, PARVULOS, PRIMARIA",False
2044,3,"09-01-0015-42, 09-01-0084-43, 09-01-0239-45",COLEGIO EVANGELICO LA PATRIA,"BASICO, PARVULOS, PRIMARIA",False
2043,3,"09-01-0027-42, 09-01-0075-43, 09-01-0136-45","COLEGIO MIXTO ""TERESA MARTÍN""","BASICO, PARVULOS, PRIMARIA",False
2042,3,"09-01-0006-42, 09-01-0073-43, 09-01-0133-45","COLEGIO MIXTO EVANGÉLICO ""BETHEL""","BASICO, PARVULOS, PRIMARIA",False
3273,3,"16-09-0288-43, 16-09-0677-43, 16-09-1663-43",EORM,PRIMARIA,True
3276,3,"16-09-0132-43, 16-09-0205-43, 16-09-2234-43",EORM,PRIMARIA,True
2472,3,"12-09-3126-43, 12-09-3342-43, 12-09-4700-42",EDAC -PRONADE-,"PARVULOS, PRIMARIA",False
2986,3,"14-20-4359-43, 14-20-5927-43, 14-20-5935-42",EDAC -PRONADE-,"PARVULOS, PRIMARIA",False
1701,3,"05-05-0065-43, 05-05-0066-45, 05-05-0067-46",COLEGIO CRISTIANO SEMILLAS DEL SABER,"BASICO, DIVERSIFICADO, PRIMARIA",False
2372,3,"11-06-0057-45, 11-06-0058-46, 11-06-0059-45","INSTITUTO MIXTO MUNICIPAL ""MARÍA FLORENCIA ARTEAGA""","BASICO, DIVERSIFICADO",False
1705,3,"05-05-0081-45, 05-05-0082-46, 05-05-0083-46",INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,"BASICO, DIVERSIFICADO",False
1706,3,"05-05-0084-45, 05-05-0085-46, 05-05-0086-46",LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,"BASICO, DIVERSIFICADO",False
1711,3,"05-06-0046-46, 05-06-0047-45, 05-06-0052-46",INSTITUTO TECNOLOGIA Y CIENCIA,"BASICO, DIVERSIFICADO",False
1714,3,"05-06-0073-43, 05-06-0074-42, 05-06-0075-43",INSTITUTO TECNICO PRIVADO INDUSTRIAL DE TIQUISATE,"PARVULOS, PRIMARIA",False
2368,3,"11-05-1115-45, 11-05-1116-42, 11-05-1117-43",CENTRO EDUCATIVO DE FORMACION INTEGRAL SIGLO XXI,"BASICO, PARVULOS, PRIMARIA",False
2366,3,"11-05-0337-43, 11-05-0352-42, 11-05-0358-45",INSTITUTO PARTICULAR MIXTO 'SAN FELIPE',"BASICO, PARVULOS, PRIMARIA",False
2364,3,"11-04-0021-46, 11-04-0034-45, 11-04-0035-46",CENTRO DE ESTUDIOS INTEGRALES CEDEIN,"BASICO, DIVERSIFICADO",False
2360,3,"11-02-1432-42, 11-02-1433-43, 11-02-1508-45",COLEGIO MIXTO NUEVO AMANECER,"BASICO, PARVULOS, PRIMARIA",False
2331,3,"11-01-0497-45, 11-01-0498-46, 11-01-1420-45",COLEGIO MIXTO LICEO RETALTECO,"BASICO, DIVERSIFICADO",False
2359,3,"11-02-0065-45, 11-02-0067-45, 11-02-0068-45",INEB INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA,BASICO,False
