grupo_id,n_registros,codigos,establecimiento_representativo,niveles,nombre_generico_sospechoso
339,4,"00-15-0004-46, 00-15-0965-42, 00-15-0983-45, 00-15-0983-46","INSTITUTO "" BETHANIA ""","BASICO, DIVERSIFICADO, PARVULOS",False
2434,4,"12-04-0201-43, 12-04-1173-43, 12-04-1225-43, 12-04-3019-43",EORM,PRIMARIA,True
2046,4,"09-01-0314-42, 09-01-0315-43, 09-01-0316-45, 09-01-0317-46",COLEGIO AMERICANO DE OCCIDENTE (WEST AMERICAN SCHOOL),"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2502,4,"12-15-0211-46, 12-15-0212-46, 12-15-0213-45, 12-15-0214-46","COLEGIO CRISTIANO ""ELIM""","BASICO, DIVERSIFICADO",False
57,4,"00-01-7293-46, 00-01-7294-46, 00-01-7297-46, 00-01-7298-46",COLEGIO MAYBAL,DIVERSIFICADO,False
55,4,"00-01-7160-46, 00-01-7161-46, 00-01-7163-46, 00-01-7244-45",LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES,"BASICO, DIVERSIFICADO",False
2050,4,"09-01-0247-42, 09-01-0248-43, 09-01-0249-45, 09-01-0363-46",COLEGIO ECO SCHOOL Q´ANILL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
81,4,"00-01-8674-45, 00-01-8675-46, 00-01-8677-45, 00-01-8678-46",COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACION 'YULIMAY 'PC' (POR MADUREZ),"BASICO, DIVERSIFICADO",False
346,4,"00-16-4628-42, 00-16-4721-43, 00-16-7550-45, 00-16-7773-46",COLEGIO EL SAGRADO CORAZON DE JESUS,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2900,4,"14-13-1177-43, 14-13-3771-43, 14-13-4236-43, 14-13-4237-43",EORM,PRIMARIA,True
840,4,"01-09-8027-45, 01-09-8031-44, 01-09-8032-45, 01-09-8033-45",INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,"BASICO, PRIMARIA DE ADULTOS",False
2057,4,"09-01-0267-42, 09-01-0323-43, 09-01-0365-45, 09-01-0438-46",COLEGIO HOLANDÉS,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
732,4,"01-08-6515-42, 01-08-6516-43, 01-08-7080-45, 01-08-7081-46",LICEO MODERNO SAN CRISTOBAL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
358,4,"00-17-8619-42, 00-17-8776-43, 00-17-8777-45, 00-17-8778-46",COLEGIO MIXTO DEL PARQUE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3688,4,"18-04-0390-46, 18-04-0501-46, 18-04-1940-45, 18-04-1983-46",INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,"BASICO, DIVERSIFICADO",False
99,4,"00-01-9470-46, 00-01-9473-44, 00-01-9474-45, 00-01-9475-46",LICEO HISPANOAMERICANO,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3866,4,"21-01-0300-42, 21-01-0326-43, 21-01-0367-45, 21-01-0423-46",COLEGIO BILINGÜE EL BOSQUE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3986,4,"22-11-0076-45, 22-11-0077-45, 22-11-0078-46, 22-11-0079-46",INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP,"BASICO, DIVERSIFICADO",False
91,4,"00-01-9288-45, 00-01-9289-46, 00-01-9290-45, 00-01-9291-46",INSTITUTO TECNOLOGICO DE INVESTIGACION AVANZADA,"BASICO, DIVERSIFICADO",False
851,4,"01-10-0164-45, 01-10-0165-45, 01-10-0166-46, 01-10-0167-46",LICEO MIXTO EN COMPUTACION CIUDAD QUETZAL,"BASICO, DIVERSIFICADO",False
3909,4,"21-06-0036-46, 21-06-0037-45, 21-06-0053-45, 21-06-0054-46",INSTITUTO MUNICIPAL DE EDUCACION,"BASICO, DIVERSIFICADO",False
90,4,"00-01-0792-45, 00-01-0793-46, 00-01-8986-45, 00-01-9258-46",CENTRO TECNOLÓGICO DE COMPUTACIÓN LA MERCED,"BASICO, DIVERSIFICADO",False
88,4,"00-01-0848-46, 00-01-8158-46, 00-01-8159-45, 00-01-9117-45",CENTRO DE ESTUDIOS COMERCIALES EN INFORMÁTICA,"BASICO, DIVERSIFICADO",False
2663,4,"13-09-0052-45, 13-09-0053-45, 13-09-0063-45, 13-09-0064-46",COLEGIO PRIVADO MIXTO PREUNIVERSITARIO CIENTIFICO INTEGRAL,"BASICO, DIVERSIFICADO",False
3680,4,"18-04-0244-45, 18-04-0245-45, 18-04-0246-46, 18-04-0380-46","""LICEO EDUCACIONAL MIXTO DEI VERBUM""","BASICO, DIVERSIFICADO",False
54,4,"00-01-0600-46, 00-01-7220-45, 00-01-7221-46, 00-01-7222-45",LICEO TECNICO COMERCIAL,"BASICO, DIVERSIFICADO",False
2695,4,"13-13-0033-45, 13-13-0034-45, 13-13-2404-43, 13-13-4868-41","COLEGIO PARROQUIAL ""DIANA ORTÍZ""","BASICO, PREPRIMARIA BILINGUE, PRIMARIA",False
16,4,"00-01-0139-43, 00-01-0248-45, 00-01-0248-46, 00-01-0541-46",COLEGIO EL CAMINO,"BASICO, DIVERSIFICADO, PRIMARIA",False
907,4,"01-13-0029-42, 01-13-0030-43, 01-13-0031-45, 01-13-0032-46",COLEGIO JULIO VERNE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
908,4,"01-13-0047-42, 01-13-0048-43, 01-13-0049-45, 01-13-0050-46",COLEGIO INGLÉS AMERICANO EAS DE GUATEMALA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
910,4,"01-13-0062-42, 01-13-0063-43, 01-13-0074-45, 01-13-0083-46",COLEGIO WALDORF,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
911,4,"01-13-0086-42, 01-13-0087-43, 01-13-0088-45, 01-13-0089-46",COLEGIO BILINGÜE VISTA HERMOSA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2736,4,"13-24-0038-43, 13-24-0039-42, 13-24-0040-45, 13-24-0041-46",COLEGIO CRISTIANO BETHEL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1994,4,"08-02-0051-46, 08-02-0054-45, 08-02-1967-43, 08-02-2089-42","COLEGIO EVANGÉLICO METODISTA ""JUAN WESLEY""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1989,4,"08-02-0049-45, 08-02-0050-46, 08-02-0053-46, 08-02-0069-46","INSTITUTO PRIVADO TECNOLÓGICO INTERCONTINENTAL ""SIÓN""","BASICO, DIVERSIFICADO",False
901,4,"01-11-0037-42, 01-11-0038-43, 01-11-0040-45, 01-11-0051-46",CORNERSTONE INTERNATIONAL SCHOOL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
13,4,"00-01-0094-43, 00-01-0211-45, 00-01-0211-46, 00-01-0509-46",COLEGIO PARA VARONES SAN SEBASTIAN,"BASICO, DIVERSIFICADO, PRIMARIA",False
1988,4,"08-02-0058-42, 08-02-0059-43, 08-02-0060-45, 08-02-0061-46","INSTITUTO TECNOLÓGICO ""AGUA VIVA""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3656,4,"18-02-0362-46, 18-02-0372-42, 18-02-0373-43, 18-02-2517-45",CENTRO EDUCATIVO SAN PABLO FE Y ALEGRIA NO. 52,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
4014,4,"22-17-0020-43, 22-17-0022-45, 22-17-0023-46, 22-17-0025-46","COLEGIO PARTICULAR MIXTO BILINGUE ""SAN PEDRO APÓSTOL""","BASICO, DIVERSIFICADO, PRIMARIA",False
320,4,"00-13-0928-43, 00-13-0944-45, 00-13-0944-46, 00-13-2289-42",COLEGIO GUATEMALA DE LA ASUNCION,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1984,4,"08-01-0212-46, 08-01-2405-42, 08-01-2407-43, 08-01-2411-45",COLEGIO PRIVADO MIXTO EL SHADAI,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
23,4,"00-01-0020-42, 00-01-0097-43, 00-01-0610-45, 00-01-0670-46","COLEGIO CATÓLICO MIXTO ""EUGENIO PACELLI""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
4008,4,"22-13-0002-46, 22-13-0044-45, 22-13-0045-46, 22-13-2273-46","INSTITUTO MIXTO DE EDUCACION ""CONGUAQUENSE""","BASICO, DIVERSIFICADO",False
3135,4,"16-01-7357-41, 16-01-7360-41, 16-01-8220-42, 16-01-8222-42",EDAC - PRONADE - ANEXA,"PARVULOS, PREPRIMARIA BILINGUE",False
2717,4,"13-18-0070-46, 13-18-6762-45, 13-18-7134-42, 13-18-7135-45",COLEGIO EVANGÉLICO MIXTO MONTE HOREB,"BASICO, DIVERSIFICADO, PARVULOS",False
49,4,"00-01-0116-43, 00-01-0249-45, 00-01-0249-46, 00-01-4364-42",LICEO MONTESSORI,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3142,4,"16-01-0471-46, 16-01-8334-45, 16-01-8335-46, 16-01-9100-43","COLEGIO DE INFORMATICA ""CENINFAV""","BASICO, DIVERSIFICADO, PRIMARIA",False
3902,4,"21-04-0010-46, 21-04-0012-45, 21-04-0013-45, 21-04-0014-45",INSTITUTO TECNICO PROFESIONAL EBEN-EZER,"BASICO, DIVERSIFICADO",False
4003,4,"22-12-0057-46, 22-12-0408-42, 22-12-0434-43, 22-12-1946-46",COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I,"DIVERSIFICADO, PARVULOS, PRIMARIA",False
2940,4,"14-15-5315-42, 14-15-5316-43, 14-15-5317-45, 14-15-5319-46",COLEGIO EVANGÉLICO METODISTA MARANATHA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3885,4,"21-01-0107-45, 21-01-0107-46, 21-01-1419-45, 21-01-1420-46",INSTITUTO PARTICULAR MIXTO MODERNO JALAPANECO,"BASICO, DIVERSIFICADO",False
892,4,"01-10-0180-46, 01-10-9425-42, 01-10-9426-43, 01-10-9427-45",COLEGIO TEMÁTICO INTEGRAL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3160,4,"16-03-0057-45, 16-03-0093-46, 16-03-0138-45, 16-03-0139-46","INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","BASICO, DIVERSIFICADO",False
307,4,"00-12-8903-42, 00-12-8904-43, 00-12-8905-45, 00-12-8916-46",COLEGIO PEDAGOGICO MODERNO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2722,4,"13-20-0035-46, 13-20-0036-46, 13-20-0040-46, 13-20-0041-45",ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA -AMERG-,"BASICO, DIVERSIFICADO",False
2729,4,"13-23-0024-41, 13-23-0025-41, 13-23-0026-41, 13-23-0027-41",COPB,PREPRIMARIA BILINGUE,True
4007,4,"22-13-0051-45, 22-13-0052-46, 22-13-0059-45, 22-13-0060-46",LICEO CONGUAQUENSE,"BASICO, DIVERSIFICADO",False
897,4,"01-10-0082-45, 01-10-0158-44, 01-10-9530-46, 01-10-9733-45",COLEGIO MIXTO ATENAS,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
28,4,"00-01-0110-43, 00-01-0247-45, 00-01-0745-46, 00-01-0746-45","INSTITUTO PARTICULAR MIXTO ""JOSÉ MARTÍ""","BASICO, DIVERSIFICADO, PRIMARIA",False
2058,4,"09-01-0040-46, 09-01-0145-45, 09-01-0145-46, 09-01-0445-46",COLELGIO EVANGELICO LA PATRIA,"BASICO, DIVERSIFICADO",False
845,4,"01-10-0008-45, 01-10-0016-45, 01-10-0127-42, 01-10-0128-43",COLEGIO DE COMPUTACION CEI-PC,"BASICO, PARVULOS, PRIMARIA",False
2059,4,"09-01-0311-42, 09-01-0312-43, 09-01-0426-45, 09-01-0451-46",ZETH CENTRO EDUCATIVO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
370,4,"00-18-0101-43, 00-18-0102-43, 00-18-0103-45, 00-18-0104-45",CENTRO EDUCATIVO MI CASITA,"BASICO, PRIMARIA",False
2121,4,"09-06-0035-45, 09-06-0036-46, 09-06-0874-46, 09-06-2613-45",ESCUELA PRIVADA NORMAL MAYA LA ASUNCIÓN,"BASICO, DIVERSIFICADO",False
3857,4,"21-01-0302-46, 21-01-0332-45, 21-01-0398-45, 21-01-0401-46","INSTITUTO PARTICULAR MIXTO ""LICEO GENESIS""","BASICO, DIVERSIFICADO",False
762,4,"01-08-6302-42, 01-08-6303-43, 01-08-6755-45, 01-08-7824-46",COLEGIO CATOLICO MIXTO MARIA AUXILIO DE LOS CRISTIANOS,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2115,4,"09-02-0039-45, 09-02-0040-45, 09-02-0043-46, 09-02-0044-46",COLEGIO INTEGRAL EMPRESARIAL PEVI,"BASICO, DIVERSIFICADO",False
765,4,"01-08-7096-45, 01-08-7097-45, 01-08-7098-46, 01-08-7952-44",COLEGIO IXMUCANE,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
2113,4,"09-02-0035-45, 09-02-0036-46, 09-02-0037-46, 09-02-0038-45",INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,"BASICO, DIVERSIFICADO",False
2111,4,"09-01-0521-46, 09-01-2772-45, 09-01-2801-46, 09-01-4220-45",COLEGIO EVANGÉLICO LA PALABRA,"BASICO, DIVERSIFICADO",False
132,4,"00-03-0334-42, 00-03-0353-43, 00-03-0360-45, 00-03-2911-46",COLEGIO EVANGELICO MIXTO 'FRANCISCO G. PENZOTTI',"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2107,4,"09-01-0387-46, 09-01-3232-45, 09-01-3233-46, 09-01-4106-46",COLEGIO PRIVADO MIXTO TECNOLÓGICO DON BOSCO,"BASICO, DIVERSIFICADO",False
2106,4,"09-01-0244-46, 09-01-3680-42, 09-01-3681-43, 09-01-4100-45",COLEGIO TECNICO PEDRO JOSE DE BETANCOURTH,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2657,4,"13-08-0041-45, 13-08-0042-46, 13-08-0048-43, 13-08-0050-42",COLEGIO JUAN JACOBO ROUSSEAU,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3715,4,"19-01-0139-45, 19-01-0160-46, 19-01-0629-42, 19-01-0630-43","COLEGIO PARTICULAR MIXTO ""LICEO CRISTIANO ZACAPANECO""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2966,4,"14-20-0149-45, 14-20-0150-46, 14-20-0183-45, 14-20-0184-46",COLEGIO AMERICANO MAYA QUICHE,"BASICO, DIVERSIFICADO",False
3713,4,"19-01-0077-45, 19-01-0161-45, 19-01-0162-46, 19-01-0342-46",COLEGIO PRIVADO MIXTO EVANGELICO ELIM,"BASICO, DIVERSIFICADO",False
2401,4,"11-09-0077-45, 11-09-0078-46, 11-09-0094-45, 11-09-0095-46",CENTRO EDUCATIVO NUEVO AMANECER,"BASICO, DIVERSIFICADO",False
3721,4,"19-01-0669-45, 19-01-0670-46, 19-01-1068-45, 19-01-1069-46",INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ CIENCIA Y DESARROLLO,"BASICO, DIVERSIFICADO",False
756,4,"01-08-2816-44, 01-08-4232-45, 01-08-7675-45, 01-08-7676-46",COLEGIO MIXTO JUSTO RUFINO BARRIOS,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3855,4,"21-01-0119-42, 21-01-0261-43, 21-01-0374-45, 21-01-0375-46","COLEGIO ""JARDÍN INFANTIL AGAZZI""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
749,4,"01-08-7370-42, 01-08-7536-43, 01-08-8586-43, 01-08-9009-45",COLEGIO JESUS ES MI CAMINO,"BASICO, PARVULOS, PRIMARIA",False
3422,4,"17-01-0082-45, 17-01-0083-46, 17-01-0084-42, 17-01-3414-46","COLEGIO INTEGRADO DE EDUCACION PROFRESIONAL DE PETEN, CIEPP","BASICO, DIVERSIFICADO, PARVULOS",False
2817,4,"14-02-0017-43, 14-02-0018-43, 14-02-0109-43, 14-02-3395-43",EORM,PRIMARIA,True
2138,4,"09-10-0004-45, 09-10-0016-46, 09-10-3626-42, 09-10-3729-43",COLEGIO INTERVIDA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3084,4,"16-01-0057-42, 16-01-0138-45, 16-01-0138-46, 16-01-0450-43",COLEGIO COBAN,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
745,4,"01-08-0171-42, 01-08-0537-46, 01-08-7419-45, 01-08-8949-43",COLEGIO MIXTO FORJADOR DE JUVENTUDES,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2820,4,"14-02-0004-43, 14-02-0113-43, 14-02-0114-43, 14-02-4406-43",EORM,PRIMARIA,True
3972,4,"22-05-0070-45, 22-05-0071-46, 22-05-2211-45, 22-05-2212-46",CENTRO EDUCATIVO DE INFORMÁTICA,"BASICO, DIVERSIFICADO",False
3970,4,"22-05-0074-42, 22-05-0075-42, 22-05-0078-43, 22-05-0079-43",COLEGIO COPE KIDS,"PARVULOS, PRIMARIA",False
738,4,"01-08-7250-45, 01-08-7251-45, 01-08-7252-46, 01-08-7253-46",CENTRO EDUCATIVO 'CARLOS MERIDA',"BASICO, DIVERSIFICADO",False
2830,4,"14-04-0033-46, 14-04-0048-46, 14-04-0049-45, 14-04-0050-46",LICEO INTERCULTURAL ZACUALPA,"BASICO, DIVERSIFICADO",False
382,4,"00-18-0213-42, 00-18-0217-45, 00-18-0218-46, 00-18-0219-44","COLEGIO ""LOS OLIVOS DEL NORTE""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA DE ADULTOS",False
2391,4,"11-06-1467-43, 11-06-1468-45, 11-06-1469-46, 11-06-1470-46",COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO,"BASICO, DIVERSIFICADO, PRIMARIA",False
785,4,"01-08-0170-42, 01-08-8439-45, 01-08-8440-46, 01-08-8569-43",COLEGIO CENTRO DE APRENDIZAJE INTEGRAL EN COMPUTACION,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
775,4,"01-08-7776-46, 01-08-7781-46, 01-08-8210-43, 01-08-8248-46",LICEO COMERCIAL TECNOLOGICO EL RODEO,"DIVERSIFICADO, PRIMARIA",False
241,4,"00-09-0680-42, 00-09-0684-43, 00-09-0693-45, 00-09-0693-46","INSTITUTO "" MARIA AUXILIADORA""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
109,4,"00-01-0219-46, 00-01-0506-46, 00-01-9292-43, 00-01-9741-42",CENTRO DE ESTUDIOS WINBRIDGE,"DIVERSIFICADO, PARVULOS, PRIMARIA",False
3978,4,"22-07-0017-45, 22-07-0027-46, 22-07-0321-42, 22-07-0346-43","COLEGIO EVANGÉLICO PARTICULAR MIXTO ""CENTROAMERICANO""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2073,4,"09-01-0439-46, 09-01-1086-45, 09-01-1319-42, 09-01-1320-43",COLEGIO LICEO HISPANOAMERICANO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2813,4,"14-01-5957-45, 14-01-5958-46, 14-01-6149-42, 14-01-6158-43",COLEGIO CIENTIFICO DR. EDUARDO SUGER,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
125,4,"00-02-7733-42, 00-02-7734-43, 00-02-7735-45, 00-02-7736-46",COLEGIO MIXTO BILINGUE NUEVO AMANECER,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
126,4,"00-02-0118-46, 00-02-0130-44, 00-02-0311-45, 00-02-8257-46",INSTITUTO GUATEMALTECO DE EDUCACIÓN RADIOFÓNICA IGER,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
820,4,"01-08-6254-45, 01-08-7591-46, 01-08-7592-46, 01-08-9567-42",COLEGIO INTEGRAL CRISTIANO,"BASICO, DIVERSIFICADO, PARVULOS",False
2072,4,"09-01-0373-42, 09-01-0374-42, 09-01-0375-42, 09-01-1140-42",EODP,PARVULOS,True
2061,4,"09-01-0406-42, 09-01-0407-43, 09-01-0494-46, 09-01-0495-45","COLEGIO ECOLÓGICO ""SEMILLA DE MOSTAZA""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3701,4,"18-05-0130-42, 18-05-0131-45, 18-05-0146-46, 18-05-0147-46","COLEGIO CATOLICO MIXTO ""NUEVO SAN JOSE""","BASICO, DIVERSIFICADO, PARVULOS",False
117,4,"00-02-0046-44, 00-02-0047-45, 00-02-0048-45, 00-02-0049-46","INSTITUTO PRIVADO MIXTO TECNOLÓGICO EXPERIMENTAL VOCACIONAL ""FEDERICO TAYLOR""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
2078,4,"09-01-0262-46, 09-01-3205-42, 09-01-3206-43, 09-01-3207-45","COLEGIO PRIVADO ""AVANCES""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3977,4,"22-07-0015-42, 22-07-0016-43, 22-07-0034-45, 22-07-0035-46","COLEGIO PARTICULAR MIXTO ""SAN CRISTÓBAL""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
808,4,"01-08-9056-42, 01-08-9057-43, 01-08-9339-45, 01-08-9340-46",LICEO MONTERROSO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2085,4,"09-01-2770-42, 09-01-3332-45, 09-01-3335-46, 09-01-3336-46",COLEGIO PRIVADO MIXTO 'LICEO SANTA MARIA',"BASICO, DIVERSIFICADO, PARVULOS",False
2090,4,"09-01-0329-45, 09-01-0330-46, 09-01-3423-42, 09-01-3424-43",COLEGIO SAGRADA FAMILIA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
128,4,"00-02-0014-46, 00-02-8345-42, 00-02-8346-43, 00-02-9567-45","CENTRO EDUCATIVO ROTARIO ""BENITO JUAREZ""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
793,4,"01-08-8780-42, 01-08-8781-43, 01-08-8782-45, 01-08-8783-46",COLEGIO SAN JUAN DE TURIN,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
361,4,"00-17-9131-45, 00-17-9134-46, 00-17-9323-42, 00-17-9324-43",CENTRO EDUCATIVO DE INFORMATICA SINAI,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2403,4,"12-01-0077-45, 12-01-0078-46, 12-01-0120-46, 12-01-0143-46","COLEGIO PREUNIVERSITARIO ""GALILEO""","BASICO, DIVERSIFICADO",False
3711,4,"19-01-0005-42, 19-01-0017-43, 19-01-0149-46, 19-01-0330-45",COLEGIO BILINGÜE MONTESSORI,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3976,4,"22-07-0022-45, 22-07-0023-46, 22-07-0026-46, 22-07-0029-46","COLEGIO PRIVADO ""SAN FRANCISCO DE ASÍS""","BASICO, DIVERSIFICADO",False
787,4,"01-08-8627-42, 01-08-8628-43, 01-08-8629-45, 01-08-8630-46",CENTRO DE DESARROLLO EDUCATIVO 'SAN JOSE',"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1634,3,"05-01-2028-45, 05-01-2029-45, 05-01-2103-46",LICEO APLICADO EN COMPUTACION,"BASICO, DIVERSIFICADO",False
2898,3,"14-13-0545-43, 14-13-3638-43, 14-13-3772-43",EORM,PRIMARIA,True
2517,3,"12-16-0046-45, 12-16-0047-46, 12-16-5374-46","COLEGIO CRISTIANO ""SHEKINA""","BASICO, DIVERSIFICADO",False
2880,3,"14-11-0053-45, 14-11-0068-46, 14-11-6085-43",COLEGIO EVANGÉLICO HOREB,"BASICO, DIVERSIFICADO, PRIMARIA",False
1649,3,"05-01-0144-46, 05-01-0657-46, 05-01-2909-45",CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,"BASICO, DIVERSIFICADO",False
2516,3,"12-16-0030-42, 12-16-0745-43, 12-16-0770-45","INSTITUTO PRIVADO MIXTO ""DR. MAXIMO NEUMAYER""","BASICO, PARVULOS, PRIMARIA",False
2512,3,"12-15-0118-45, 12-15-5093-42, 12-15-5363-43","COLEGIO PARTICULAR MIXTO BILINGÜE ""MUNDO INFANTIL""","BASICO, PARVULOS, PRIMARIA",False
2529,3,"12-19-0132-42, 12-19-0133-43, 12-19-0145-45",COLEGIO CRISTIANO TOCACHE SUR,"BASICO, PARVULOS, PRIMARIA",False
2481,3,"12-11-0012-42, 12-11-0013-43, 12-11-0034-45","COLEGIO PARROQUIAL ""SAN AGUSTIN""","BASICO, PARVULOS, PRIMARIA",False
2536,3,"12-24-0057-42, 12-24-0058-43, 12-24-0069-46","COLEGIO EVANGELICO MIXTO ""PLENITUD""","DIVERSIFICADO, PARVULOS, PRIMARIA",False
2893,3,"14-13-0095-46, 14-13-0110-45, 14-13-0118-46","COLEGIO PRIVADO MIXTO ""JESUS RUANO MORENO""","BASICO, DIVERSIFICADO",False
1621,3,"05-01-0193-43, 05-01-0194-42, 05-01-0415-45",COLEGIO BILINGÜE SEMILLAS DE AMOR,"BASICO, PARVULOS, PRIMARIA",False
2543,3,"12-26-0048-46, 12-26-0049-46, 12-26-0050-46","COLEGIO INTEGRAL ""BLASE PASCAL""",DIVERSIFICADO,False
1620,3,"05-01-0185-42, 05-01-0186-43, 05-01-0408-45",LICEO EVANGÉLICO BELÉN,"BASICO, PARVULOS, PRIMARIA",False
1619,3,"05-01-0332-46, 05-01-0333-45, 05-01-0390-43",COLEGIO TECNOLÓGICO MODERNO,"BASICO, DIVERSIFICADO, PRIMARIA",False
2909,3,"14-13-0049-43, 14-13-0913-43, 14-13-5736-43",EORM,PRIMARIA,True
2494,3,"12-13-0566-42, 12-13-0568-43, 12-13-5013-45",COLEGIO CATOLICO LOS SANTOS REYES,"BASICO, PARVULOS, PRIMARIA",False
1639,3,"05-01-0888-45, 05-01-2405-46, 05-01-2406-46",CENTRO EDUCATIVO 'NUESTRA SEÑORA DEL ROSARIO',"BASICO, DIVERSIFICADO",False
2499,3,"12-15-0060-45, 12-15-0189-45, 12-15-0190-46",CENTRO PRIVADO DE ESTUDIOS SUPERACION,"BASICO, DIVERSIFICADO",False
2887,3,"14-12-0493-43, 14-12-3405-43, 14-12-3755-43",EORM,PRIMARIA,True
2902,3,"14-13-4594-42, 14-13-4595-42, 14-13-4663-42",CEIN -PAIN-,PARVULOS,False
1982,3,"08-01-0192-41, 08-01-0224-41, 08-01-2262-41",COPB ANEXO A EORM,PREPRIMARIA BILINGUE,False
3364,3,"16-13-2931-43, 16-13-7246-43, 16-13-7542-43",EDAC - PRONADE -,PRIMARIA,False
1547,3,"04-06-0052-46, 04-06-0298-43, 04-06-0336-45","COLEGIO EVANGÉLICO MIXTO ""BETHESDA""","BASICO, DIVERSIFICADO, PRIMARIA",False
2804,3,"14-01-0238-43, 14-01-0252-45, 14-01-0276-46",COLEGIO DE FORMACIÓN INTEGRAL DISCÍPULOS DE JESÚS,"BASICO, DIVERSIFICADO, PRIMARIA",False
3404,3,"16-16-0121-43, 16-16-0122-41, 16-16-0123-45","COLEGIO MIXTO PRIVADO ""JEHOVÁ PROVEERÁ""","BASICO, PREPRIMARIA BILINGUE, PRIMARIA",False
